OD ID,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment
OD24632,Normal,Male,Oil and masalas,99.82,3,44.919,299.46,25-Jun-23,10:43,Cash
OD24633,Normal,Male,Snacks and Fastfood,44.34,2,4.434,88.68,25-Jun-23,11:26,Cash
OD24634,Normal,Female,Food and beverages,49.38,3,13.283,148.14,25-Jun-23,20:35,Debit Card
OD24635,Normal,Male,Drinks/Beverage,32.43,4,12.984,129.72,25-Jun-23,13:48,Debit Card
OD24636,Normal,Male,Food Grains,93.39,3,28.013,280.17,25-Jun-23,19:18,Ewallet/Mo-Banking
OD24637,Normal,Female,Food and beverages,22.34,3,3.821,67.02,25-Jun-23,14:03,Cash
OD24638,Member,Female,Frozen and poultry,22.33,2,2.233,44.66,25-Jun-23,15:08,Ewallet/Mo-Banking
OD24639,Normal,Male,Food and beverages,32.32,3,4.848,96.96,25-Jun-23,19:11,Debit Card
OD24640,Normal,Female,Snacks and Fastfood,44.34,2,4.434,88.68,25-Jun-23,11:26,Cash
OD24641,Member,Female,Food and beverages,49.38,3,13.283,148.14,25-Jun-23,20:35,Debit Card
OD24642,Member,Male,Drinks/Beverage,32.43,4,12.984,129.72,25-Jun-23,13:48,Debit Card
OD24643,Normal,Female,Food Grains,93.39,3,28.013,280.17,25-Jun-23,19:18,Ewallet/Mo-Banking
OD24644,Normal,Male,Food and beverages,22.34,3,3.821,67.02,25-Jun-23,14:03,Cash
OD24645,Normal,Male,Frozen and poultry,22.33,2,2.233,44.66,25-Jun-23,15:08,Ewallet/Mo-Banking
OD24646,Normal,Female,Food and beverages,32.32,3,4.848,96.96,25-Jun-23,19:11,Debit Card
OD24647,Normal,Female,Food and beverages,39.24,2,3.924,78.48,25-Jun-23,16:30,Ewallet/Mo-Banking
OD24648,Normal,Female,Food and beverages,29.12,3,4.3322,87.36,25-Jun-23,20:29,Debit Card
OD24649,Normal,Male,Oil and masalas,99.82,3,44.919,299.46,25-Jun-23,10:43,Cash
OD24650,Normal,Female,Snacks and Fastfood,44.34,2,4.434,88.68,25-Jun-23,11:26,Cash
OD24651,Normal,Female,Food and beverages,49.38,3,13.283,148.14,25-Jun-23,20:35,Debit Card
OD24652,Normal,Male,Drinks/Beverage,32.43,4,12.984,129.72,25-Jun-23,13:48,Debit Card
OD24653,Normal,Female,Food Grains,93.39,3,28.013,280.17,25-Jun-23,19:18,Ewallet/Mo-Banking
OD24654,Member,Male,Food and beverages,22.34,3,3.821,67.02,25-Jun-23,14:03,Cash
OD24655,Normal,Male,Frozen and poultry,22.33,2,2.233,44.66,25-Jun-23,15:08,Ewallet/Mo-Banking
OD24656,Normal,Female,Food and beverages,32.32,3,4.848,96.96,25-Jun-23,19:11,Debit Card
OD24657,Member,Female,Food and beverages,39.24,2,3.924,78.48,25-Jun-23,16:30,Ewallet/Mo-Banking
OD24658,Normal,Female,Food and beverages,29.12,3,4.3322,87.36,25-Jun-23,20:29,Debit Card
OD24659,Normal,Male,Oil and masalas,99.82,3,44.919,299.46,25-Jun-23,10:43,Cash
OD24660,Member,Female,Snacks and Fastfood,44.34,2,4.434,88.68,25-Jun-23,11:26,Cash
OD24661,Member,Female,Food and beverages,49.38,3,13.283,148.14,25-Jun-23,20:35,Debit Card
OD24662,Normal,Male,Drinks/Beverage,32.43,4,12.984,129.72,25-Jun-23,13:48,Debit Card
OD24663,Normal,Female,Food Grains,93.39,3,28.013,280.17,25-Jun-23,19:18,Ewallet/Mo-Banking
OD24664,Normal,Male,Food and beverages,22.34,3,3.821,67.02,25-Jun-23,14:03,Cash
OD24665,Normal,Male,Frozen and poultry,22.33,2,2.233,44.66,25-Jun-23,15:08,Ewallet/Mo-Banking
OD24666,Normal,Female,Food and beverages,32.32,3,4.848,96.96,25-Jun-23,19:11,Debit Card
OD24667,Normal,Female,Food and beverages,39.24,2,3.924,78.48,25-Jun-23,16:30,Ewallet/Mo-Banking
OD24668,Normal,Female,Food and beverages,29.12,3,4.3322,87.36,25-Jun-23,20:29,Debit Card
OD24669,Normal,Male,Oil and masalas,99.82,3,44.919,299.46,25-Jun-23,10:43,Cash
OD24670,Normal,Female,Snacks and Fastfood,44.34,2,4.434,88.68,25-Jun-23,11:26,Cash
OD24671,Normal,Female,Food and beverages,49.38,3,13.283,148.14,25-Jun-23,20:35,Debit Card
OD24672,Normal,Male,Drinks/Beverage,32.43,4,12.984,129.72,25-Jun-23,13:48,Debit Card
OD24673,Normal,Female,Food Grains,93.39,3,28.013,280.17,25-Jun-23,19:18,Ewallet/Mo-Banking
OD24674,Normal,Male,Food and beverages,22.34,3,3.821,67.02,25-Jun-23,14:03,Cash
OD24675,Member,Male,Frozen and poultry,22.33,2,2.233,44.66,25-Jun-23,15:08,Ewallet/Mo-Banking
OD24676,Normal,Female,Food and beverages,32.32,3,4.848,96.96,25-Jun-23,19:11,Debit Card
OD24677,Member,Male,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24678,Normal,Female,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24679,Normal,Female,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24680,Normal,Male,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24681,Normal,Female,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24682,Normal,Male,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24683,Normal,Female,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24684,Normal,Female,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24685,Normal,Female,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24686,Normal,Male,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24687,Normal,Male,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24688,Normal,Female,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24689,Normal,Female,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24690,Normal,Male,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24691,Normal,Female,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24692,Normal,Male,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24693,Normal,Female,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24694,Normal,Female,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24695,Normal,Female,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24696,Normal,Male,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24697,Normal,Male,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24698,Normal,Female,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24699,Normal,Female,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24700,Normal,Male,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24701,Normal,Female,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24702,Normal,Male,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24703,Normal,Female,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24704,Normal,Female,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24705,Normal,Female,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24706,Normal,Male,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24707,Normal,Male,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24708,Normal,Female,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24709,Normal,Female,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24710,Normal,Male,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24711,Normal,Female,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24712,Member,Male,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24713,Member,Female,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24714,Member,Female,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24715,Member,Female,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24716,Normal,Male,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24717,Normal,Female,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24718,Member,Male,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24719,Normal,Male,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24720,Member,Male,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24721,Normal,Female,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24722,Normal,Female,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24723,Normal,Male,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24724,Normal,Male,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24725,Normal,Female,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24726,Normal,Female,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24727,Normal,Female,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24728,Normal,Male,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24729,Normal,Male,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24730,Normal,Male,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24731,Normal,Female,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24732,Normal,Female,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24733,Normal,Male,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24734,Normal,Male,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24735,Normal,Female,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24736,Normal,Female,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24737,Normal,Female,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24738,Normal,Female,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24739,Normal,Female,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24740,Normal,Male,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24741,Normal,Female,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24742,Normal,Male,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24743,Normal,Female,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24744,Normal,Male,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24745,Normal,Male,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24746,Normal,Female,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24747,Member,Female,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24748,Normal,Female,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24749,Member,Female,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24750,Member,Male,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24751,Member,Female,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24752,Normal,Male,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24753,Normal,Female,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24754,Member,Male,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24755,Member,Male,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24756,Normal,Female,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24757,Normal,Female,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24758,Normal,Male,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24759,Normal,Male,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24760,Member,Female,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24761,Member,Female,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24762,Normal,Male,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24763,Normal,Male,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24764,Normal,Male,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24765,Normal,Female,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24766,Normal,Female,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24767,Member,Female,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24768,Member,Male,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24769,Member,Male,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24770,Normal,Female,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24771,Member,Female,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24772,Normal,Male,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24773,Member,Male,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24774,Normal,Male,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24775,Member,Female,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24776,Normal,Female,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24777,Member,Female,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24778,Member,Female,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24779,Member,Male,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24780,Normal,Male,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24781,Member,Female,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24782,Normal,Female,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24783,Member,Female,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24784,Member,Male,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24785,Member,Female,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24786,Normal,Male,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24787,Member,Female,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24788,Member,Female,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24789,Member,Male,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24790,Normal,Male,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24791,Normal,Female,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24792,Normal,Female,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24793,Normal,Female,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24794,Normal,Male,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24795,Normal,Female,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24796,Normal,Male,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24797,Normal,Female,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24798,Normal,Male,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24799,Normal,Male,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24800,Member,Female,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24801,Normal,Male,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24802,Normal,Female,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24803,Normal,Male,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24804,Normal,Male,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24805,Normal,Female,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24806,Normal,Female,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24807,Member,Female,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24808,Normal,Male,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24809,Normal,Male,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24810,Normal,Female,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24811,Normal,Male,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24812,Normal,Female,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24813,Normal,Male,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24814,Normal,Male,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24815,Normal,Female,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24816,Normal,Female,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24817,Normal,Female,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24818,Normal,Male,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24819,Normal,Male,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24820,Member,Female,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24821,Member,Male,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24822,Normal,Female,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24823,Normal,Male,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24824,Member,Male,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24825,Member,Female,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24826,Normal,Female,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24827,Normal,Female,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24828,Normal,Male,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24829,Normal,Male,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24830,Normal,Female,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24831,Normal,Male,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24832,Member,Female,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24833,Normal,Male,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24834,Normal,Male,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24835,Normal,Female,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24836,Normal,Female,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24837,Normal,Male,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24838,Normal,Female,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24839,Normal,Male,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24840,Normal,Female,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24841,Normal,Male,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24842,Normal,Male,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24843,Normal,Male,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24844,Normal,Female,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24845,Normal,Male,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24846,Normal,Female,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24847,Member,Male,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24848,Normal,Female,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24849,Normal,Male,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24850,Normal,Female,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24851,Normal,Male,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24852,Normal,Male,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24853,Normal,Male,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24854,Normal,Female,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24855,Member,Male,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24856,Member,Female,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24857,Normal,Female,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24858,Normal,Female,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24859,Normal,Male,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24860,Member,Male,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24861,Normal,Male,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24862,Normal,Male,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24863,Member,Male,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24864,Member,Female,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24865,Normal,Male,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24866,Normal,Female,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24867,Normal,Female,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24868,Normal,Female,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24869,Normal,Male,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24870,Normal,Male,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24871,Normal,Male,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24872,Normal,Male,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24873,Normal,Male,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24874,Normal,Female,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24875,Normal,Male,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24876,Normal,Female,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24877,Normal,Female,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24878,Member,Female,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24879,Member,Male,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24880,Normal,Female,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24881,Member,Male,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
OD24882,Member,Female,Food and beverages,21.34,2,12.832,42.68,25-Jun-23,15:31,Debit Card
OD24883,Normal,Female,Food and beverages,49.39,1,9.928,49.39,25-Jun-23,19:16,Debit Card
OD24884,Normal,Male,Food and beverages,31.38,3,10.322,94.14,25-Jun-23,15:30,Debit Card
OD24885,Member,Female,Oil and masalas,31.43,3,22.011,94.29,25-Jun-23,16:06,Ewallet/Mo-Banking
OD24886,Member,Female,Drinks/Beverage,10.08,3,3.228,30.24,25-Jun-23,20:14,Cash
OD24887,Member,Female,Food and beverages,28.23,3,13.438,84.69,25-Jun-23,16:44,Cash
OD24888,Member,Female,Oil and masalas,30.33,3,4.2222,90.99,25-Jun-23,13:41,Ewallet/Mo-Banking
OD24889,Normal,Male,Frozen and poultry,43.32,3,3.1432,129.96,25-Jun-23,12:58,Debit Card
OD24890,Member,Female,Frozen and poultry,23.02,3,9.103,69.06,25-Jun-23,17:38,Cash
OD24891,Normal,Male,Food and beverages,38.3,3,2.39,114.9,25-Jun-23,13:57,Ewallet/Mo-Banking
